,park_name,census_tract
1056,Clara's Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1057,Ambrosini Field,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1058,Shore Road Park and Parkway,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1059,Van Cortlandt Stadium,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1060,Sophie Irene Loeb,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1061,Harlem River Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1062,American Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1063,Blueberry Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1064,Rainey Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1065,Lyons,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1066,Big Bush Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1067,Coffey Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1068,Clearview Golf Course,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1069,George Washington Carver Botanical Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1070,Risse Street Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1071,Hempstead Bench Spread,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1072,"Phil ""Scooter"" Rizzuto Park","1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1073,St. Albans Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1074,Marcus Garvey Tenant's Assoc. Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1075,Jacob Joffe Fields,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1076,Harold Schneiderman Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1077,Blissenbach Marina,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1078,Latinos Unidos Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1079,Carmansville Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1080,Stadium Area,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1081,Sobel Court Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1082,Elton Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1083,North Brother Island,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1084,Rainbow Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1085,Fox Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1086,Great Kills Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1087,Leif Ericson Fields,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1088,Isle Of Meadows,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1089,Fermi Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1090,Dr. Ronald McNair Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1091,Ps 186 Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1092,Waterfront Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1093,Bowling Green,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1094,British Garden at Hanover Square,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1095,Elizabeth Langley Memorial Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1096,176th Street Community Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1097,South Pacific Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1098,Brust Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1099,Mosholu Parkway,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1100,Vogue Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1101,Morris-Jumel Ecological Education Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1102,Abigail Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1103,Lewis H Latimer House,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1104,McCaffrey Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1105,Field Of Dreams Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1106,Sheridan Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1107,Franklin D. Roosevelt Boardwalk and Beach,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1108,Amersfort Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1109,Powell Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1110,Split Rock Golf Course,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1111,D'Emic Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1112,Travers Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1113,P.S. 236,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1114,Henry Hudson Parkway,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1115,Westbourne Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1116,Nautilus Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1117,Park Slope Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1118,Maple Grove Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1119,St. Nicholas Playground North,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1120,Motor Parkway,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1121,Sol Lain Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1122,George Eagle Carr Community Gard,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1123,Bayview Terrace Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1124,Auburndale Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1125,Captain Rivera Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1126,Thomas Paine Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1127,Sakura Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1128,Cooper Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1129,Melrose Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1130,George Walker Jr. Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1131,Gouverneur Morris Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1132,McKenna Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1133,McKinley Square,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1134,Pulaski Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1135,Astoria Houses Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1136,K.l. Williams Playground (tennis),"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1137,Manton Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1138,Carroll Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1139,Freedom Square Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1140,Duarte Square,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1141,Redfern Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1142,Seton Falls Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1143,Sonshire Sq,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1144,Gen. Douglas MacArthur Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1145,Ralph Demarco Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1146,Beach Street Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1147,Gene Gray Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1148,Willowbrook Park Recreational Area,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1149,John R Brown Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1150,Rockaway Beach 05a,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1151,Little Green Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1152,P.S. 243,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1153,P.S. 242,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1154,P.S. 241,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1155,Midland Beach Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1156,Jacob Javits Plgd,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1157,P.S. 246,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1158,La Finca del Sur Community Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1159,P.S. 244,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1160,First Street Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1161,I.S. 254,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1162,General Douglas,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1163,"""Uncle"" Vito E. Maranzano Glendale Playground","1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1164,Gonzalo Plasencia Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1165,Castle Hill Little League,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1166,West Bronx Recreation Center,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1167,Brinkerhoff Mall,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1168,Delphin H. Greene Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1169,Playground Eighty Nine LXXXIX,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1170,Andrews Grove,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1171,Dry Harbor Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1172,Rudd Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1173,Powell Street Livonia Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1174,Brook Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1175,Kosciusko,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1176,Highland Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1177,Madison Street Block Association,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1178,Chappetto Square,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1179,Arverne Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1180,Arbutus Woods Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1181,117th St Community Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1182,Mall,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1183,Taylor-Soundview Block Assoc. Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1184,9th St Community Garden Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1185,Anchorage Plaza,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1186,Peck Slip,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1187,Old Gravesend Cemetary,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1188,Governor Smith Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1189,James Madison Plaza,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1190,Forest Mall,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1191,University Malls,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1192,Sheltering Arms,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1193,Tanahey Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1194,Cropsey Ave Home Depot,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1195,Midland Malls,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1196,Dubos Point Wildlife Sanctuary,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1197,Riverbend Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1198,Marconi Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1199,Queens Village Veterans Plaza,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1200,Thomas Jefferson Pk,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1201,Nutter's Battery & Fort Clinton Site,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1202,Bath Beach Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1203,Huguenot Ponds Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1204,Mckinley's Children's Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1205,Twenty-six Courts & Bath Courts,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1206,Dutch Kills Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1207,Graniteville Swamp Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1208,Mott Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1209,Midland Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1210,Spuyten Duyvil Shorefront Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1211,East Parade Grounds,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1212,CS 134 Community Improvement Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1213,Alben Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1214,Flood Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1215,Corona Golf Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1216,Hilton Holiday Gardens,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1217,Hybrid Oak Woods Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1218,Marcy Park South,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1219,Saratoga Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1220,Collect Pond Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1221,Fort Washington Park Zone 1,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1222,St. Luke's Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1223,Lott Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1224,Gorman Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1225,D'Onofrio Square,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1226,Sherman Creek,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1227,Westwood Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1228,Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1229,P.S. 58,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1230,P.S. 56,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1231,Valentino Pier,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1232,P.S. 54,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1233,P.S. 53,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1234,Downing Street Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1235,P.S. 51,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1236,Sylvan Grove Cemetery,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1237,Edith Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1238,Mill Rock Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1239,Jamaica Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1240,Garrison Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1241,Captain Jacob Joseph Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1242,Playground of the Americas,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1243,Captain Dermody Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1244,University Place,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1245,Bayside Fields,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1246,Rev J Polite Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1247,Rodney Playground Center,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1248,Jacob's Ladder Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1249,Putt-Putt Golf Course,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1250,Sheep Meadow,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1251,De Colores Community Yard and Cultural Center,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1252,Playground Eighty LXXX,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1253,Ten Eyck Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1254,Morgan Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1255,Calvert Vaux Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1256,P.S. 279 Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1257,Shorehaven,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1258,Sunshine Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1259,Dekovats Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1260,Linden Setting Area,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1261,Quarry Ballfields,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1262,Dahill Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1263,Genesis Park Community Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1264,Vito Locascio Field,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1265,Humacao Community Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1266,St. Mary's Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1267,Minetta Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1268,Martin Luther King Jr. Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1269,Abraham Lincoln Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1270,Harvey Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1271,Gladys Warren Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1272,Playground Sixty Two LXII,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1273,Freeman Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1274,New Vision Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1275,Alexander Hamilton Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1276,Father Giorgio Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1277,Lt. Joseph Petrosino Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1278,Walt Whitman Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1279,Prospect Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1280,Mt. Carmel Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1281,Othmar Ammann Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1282,The Mall And Rumsey Playfield,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1283,P.s./i.s. 187 - Manhattan,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1284,Saratoga Ballfields,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1285,Castle Hill Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1286,Flushing Meadows Corona Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1287,Rocket Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1288,Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1289,Emerald Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1290,Ebenezer Wesleyan Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1291,Bellaire Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1292,Luna Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1293,Barclay Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1294,Clifton Pl Memorial Park and Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1295,Woodside Memorial Plaza,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1296,East River Walk,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1297,P.S. 279,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1298,Keane Square,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1299,Proctor-Hopson Circle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1300,Pena Herrera Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1301,Beach 9 Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1302,Bradhurst Ave Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1303,Castle Hill Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1304,I.S. 285,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1305,Vladeck Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1306,P.S. 185,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1307,Northern Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1308,P.S. 180,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1309,El Batey de Do?a Provi Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1310,Lawrence Virgilio Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1311,Annunciation Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1312,Coffey Square,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1313,Hines Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1314,Howard Pool,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1315,Patricia A. Brackley Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1316,Mount Hope Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1317,Mariners Harbor Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1318,Machate Circle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1319,Decatur Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1320,Stars & Stripes Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1321,Bronx River Parkway,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1322,Heffernan Square (t),"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1323,Aqueduct Walk,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
