,park_name,census_tract
940,Randall's Island Park,"[u'1400000US36061024000', u'1400000US36061019200']"
941,Corp Ruoff Sq,[u'1400000US36081008600']
942,Echo Triangle,[u'1400000US36005023501']
943,Mazzei Playground,[u'1400000US36005032400']
944,Bloomingdale Playground,[u'1400000US36061018900']
945,Neptune Playground,[u'1400000US36047035000']
946,Hansborough Recreation Center,[u'1400000US36061021200']
947,Mafera Park,[u'1400000US36081061301']
948,Targee Street Triangle,[u'1400000US36085004000']
949,Marine Park Golf Course,[u'1400000US36047066600']
950,Greenpoint Playground,[u'1400000US36047056300']
951,Rockaway Beach and Boardwalk,"[u'1400000US36081101002', u'1400000US36081099200', u'1400000US36081095400', u'1400000US36081096400', u'1400000US36081099802', u'1400000US36081097202', u'1400000US36081101001']"
952,Brooklyn Museum,[u'1400000US36047017700']
953,Tall Oak Playground,[u'1400000US36081136700']
954,Corporal Wiltshire Square,[u'1400000US36047055000']
955,Pelham Bay Golf Course,"[u'1400000US36005045600', u'1400000US36005050400']"
956,Robert Moses Playground,[u'1400000US36061008601']
957,Di Gilio Playground,[u'1400000US36047047800']
958,Bill Bojangles Robinson Playground,[u'1400000US36061023600']
959,Lt. Clinton L .Whiting Square,[u'1400000US36081000800']
960,Ditmars Park,[u'1400000US36081011900']
961,Queens Farm Park,"[u'1400000US36081156700', u'1400000US36081155102', u'1400000US36081157101']"
962,South Beach Wetlands,[u'1400000US36085007000']
963,Ampere Playground,[u'1400000US36081004200']
964,Steuben Playground,[u'1400000US36047054300']
965,Ocean Breeze Park,[u'1400000US36085007000']
966,Blue Heron Park,[u'1400000US36085017600']
967,Fort Totten Park,"[u'1400000US36081099900', u'1400000US36081099703']"
968,Long Pond Park,"[u'1400000US36085024401', u'1400000US36085019800']"
969,Model T Senior Citizen's Garden,[u'1400000US36005015300']
970,Derosa-o'boyle Triangle,[u'1400000US36005015800']
971,Arlington Edinboro Playground,[u'1400000US36061021703']
972,Seeley Park,[u'1400000US36047150200']
973,Underwood Park,[u'1400000US36047019700']
974,Rochdale Park,[u'1400000US36081033402']
975,Matthews - Palmer Playground,[u'1400000US36061012100']
976,East River Playground,[u'1400000US36061016200']
977,Real Good Park,[u'1400000US36081071900']
978,Starr Playground,[u'1400000US36081053900']
979,Bergen Beach Playground,[u'1400000US36047069602']
980,Sixteen Lindens Triangle,[u'1400000US36047060800']
981,Planeview Park,[u'1400000US36081034700']
982,Davidson Playground,[u'1400000US36005025100']
983,Elizabeth Stroud Playground,[u'1400000US36047029700']
984,Dyckman House Museum,[u'1400000US36061029500']
985,Father Fagan Park,[u'1400000US36061003700']
986,Steinway Playground,[u'1400000US36081012301']
987,Roberto Clemente Ballfield,[u'1400000US36047054500']
988,Clinton Community Garden,[u'1400000US36061012700']
989,Morningside Park,[u'1400000US36061019701']
990,Davis Playground,[u'1400000US36085000900']
991,Snug Harbor Cultural Center,"[u'1400000US36085009700', u'1400000US36085008100']"
992,Mosaic Success Garden,[u'1400000US36005020100']
993,14 Honey Locusts Park,[u'1400000US36061011000']
994,Fulton Park,[u'1400000US36047029700']
995,Greeley Square Park,[u'1400000US36061007600']
996,Flynn Playground,[u'1400000US36005007100']
997,Detective William T. Gunn Park,"[u'1400000US36081162100', u'1400000US36081156700']"
998,Spuyten Duyvil Playground,[u'1400000US36005030900']
999,Sarsfield Playground - Father Kehoe Triangle,[u'1400000US36047074600']
1000,Bushman Steps,[u'1400000US36061023900']
1001,Crack Is Wack Playground,[u'1400000US36061024200']
1002,Straus Park,[u'1400000US36061019500']
1003,P.s. 56 - Staten Island,[u'1400000US36085020801']
1004,Sugar Hill Garden,[u'1400000US36061023100']
1005,El Flamboyan Garden,[u'1400000US36005007900']
1006,Children's Garden,[u'1400000US36061003400']
1007,6th St and Ave B Community Garden,[u'1400000US36061003200']
1008,Lefferts Playground,[u'1400000US36081084602']
1009,Hallets Cove Playground,[u'1400000US36081008700']
1010,Concerned Citizens of Grove Street,[u'1400000US36047039900']
1011,Murray Playground,[u'1400000US36081000700']
1012,Long Island Mews,[u'1400000US36081047900']
1013,I.S. 394,[u'1400000US36047034700']
1014,I.S. 392,[u'1400000US36047090000']
1015,Stroud Playground,[u'1400000US36047021500']
1016,Toad Hall Playground,[u'1400000US36085017300']
1017,Power Playground,[u'1400000US36047067200']
1018,ABC Playground,[u'1400000US36061003001']
1019,Locust Point Marina,[u'1400000US36005011800']
1020,Northerleigh Park,[u'1400000US36085020100']
1021,P.S. 314/503,[u'1400000US36047007400']
1022,P.S. 254,[u'1400000US36047059200']
1023,Spring Creek Park Addition,"[u'1400000US36081006202', u'1400000US36047122000']"
1024,Frank White Neighborhood Service Center,[u'1400000US36061022900']
1025,Benjamin Gladstone Square,[u'1400000US36005012701']
1026,Hollis Veterans Sq,[u'1400000US36081050000']
1027,Foch Sitting Area,[u'1400000US36081018200']
1028,Drumm Triangle,[u'1400000US36081062900']
1029,J. Hood Wright Park,[u'1400000US36061025500']
1030,Macri Square,[u'1400000US36047050100']
1031,Michel Square,[u'1400000US36005017702']
1032,Bedford Green,[u'1400000US36085002900']
1033,Neighbors Of Vega Baja,[u'1400000US36061017000']
1034,Bush Clinton Park,[u'1400000US36047008500']
1035,Bradys Pond Park,[u'1400000US36085005000']
1036,Cornell Burial Ground,[u'1400000US36081101001']
1037,Lemon Creek Park,[u'1400000US36085019800']
1038,Davidson Ave. Community Gardeners Group,[u'1400000US36005026500']
1039,Veterans Grove,[u'1400000US36081046700']
1040,Success Garden,[u'1400000US36047113000']
1041,Roosevelt Triangle,[u'1400000US36061020901']
1042,Ogden Plimpton Playground,[u'1400000US36005021100']
1043,Bradhurst Urban Renewal Park,[u'1400000US36061023200']
1044,La Cuevita Garden,[u'1400000US36061018400']
1045,Fort Stirling Park,[u'1400000US36047000301']
1046,Fraser Square,"[u'1400000US36047074400', u'1400000US36047074600']"
1047,Van Alst Playground,[u'1400000US36081008300']
1048,Catholic War Veterans Square,[u'1400000US36081016800']
1049,Playground One Forty,[u'1400000US36081018200']
1050,Centreville Playground,[u'1400000US36081008800']
1051,Willowbrook Park,[u'1400000US36085027301']
1052,Broadway Ped refuge,[u'1400000US36061005200']
1053,Fred Douglas,[u'1400000US36061018900']
1054,Virginia Park,[u'1400000US36005021602']
1055,Berry Street Garden,[u'1400000US36047055100']
1056,Clara's Garden,[u'1400000US36047115200']
1057,Ambrosini Field,[u'1400000US36005051600']
1058,Shore Road Park and Parkway,[u'1400000US36047003400']
1059,Van Cortlandt Stadium,[u'1400000US36005043500']
1060,Sophie Irene Loeb,[u'1400000US36061000800']
1061,Harlem River Park,"[u'1400000US36061024200', u'1400000US36061021000', u'1400000US36061024302', u'1400000US36061031100', u'1400000US36061029900', u'1400000US36061023600']"
1062,American Triangle,[u'1400000US36081040500']
1063,Blueberry Park,[u'1400000US36085015603']
1064,Rainey Park,"[u'1400000US36005008700', u'1400000US36081003700']"
1065,Lyons,[u'1400000US36085002100']
1066,Big Bush Park,[u'1400000US36081024500']
1067,Coffey Park,[u'1400000US36047008500']
1068,Clearview Golf Course,[u'1400000US36081099701']
1069,George Washington Carver Botanical Garden,[u'1400000US36081026000']
1070,Risse Street Park,[u'1400000US36005041100']
1071,Hempstead Bench Spread,[u'1400000US36081058000']
1072,"Phil ""Scooter"" Rizzuto Park",[u'1400000US36081014800']
1073,St. Albans Park,"[u'1400000US36081043400', u'1400000US36081026600', u'1400000US36081043200']"
1074,Marcus Garvey Tenant's Assoc. Garden,[u'1400000US36047090200']
1075,Jacob Joffe Fields,[u'1400000US36047069200']
1076,Harold Schneiderman Playground,[u'1400000US36081006202']
1077,Blissenbach Marina,"[u'1400000US36085013302', u'1400000US36085020700', u'1400000US36085009700']"
1078,Latinos Unidos Garden,[u'1400000US36005006900']
1079,Carmansville Playground,[u'1400000US36061023501']
1080,Stadium Area,[u'1400000US36061024000']
1081,Sobel Court Park,[u'1400000US36085004000']
1082,Elton Playground,[u'1400000US36047112000']
1083,North Brother Island,[u'1400000US36005001900']
1084,Rainbow Playground,[u'1400000US36047010000']
1085,Fox Playground,"[u'1400000US36047072200', u'1400000US36005008500']"
1086,Great Kills Park,"[u'1400000US36085015601', u'1400000US36085012805', u'1400000US36085012804', u'1400000US36085012806', u'1400000US36085015400']"
1087,Leif Ericson Fields,[u'1400000US36047012000']
1088,Isle Of Meadows,[u'1400000US36085022800']
1089,Fermi Playground,[u'1400000US36047042300']
1090,Dr. Ronald McNair Park,[u'1400000US36047021300']
1091,Ps 186 Playground,[u'1400000US36081155102']
1092,Waterfront Garden,[u'1400000US36005000400']
1093,Bowling Green,[u'1400000US36061001300']
1094,British Garden at Hanover Square,[u'1400000US36061000700']
1095,Elizabeth Langley Memorial Garden,[u'1400000US36061022800']
1096,176th Street Community Garden,[u'1400000US36005022701']
1097,South Pacific Playground,[u'1400000US36047030300']
1098,Brust Park,[u'1400000US36005033500']
1099,Mosholu Parkway,"[u'1400000US36005041900', u'1400000US36005042500', u'1400000US36005042100']"
1100,Vogue Garden,[u'1400000US36005006900']
1101,Morris-Jumel Ecological Education Garden,[u'1400000US36061024301']
1102,Abigail Playground,[u'1400000US36005007900']
1103,Lewis H Latimer House,[u'1400000US36081088901']
1104,McCaffrey Playground,[u'1400000US36061012100']
1105,Field Of Dreams Park,[u'1400000US36005012701']
1106,Sheridan Triangle,"[u'1400000US36005034500', u'1400000US36005041900']"
1107,Franklin D. Roosevelt Boardwalk and Beach,"[u'1400000US36085007400', u'1400000US36085011202', u'1400000US36085011201', u'1400000US36085007000']"
1108,Amersfort Park,[u'1400000US36047073400']
1109,Powell Playground,[u'1400000US36047090800']
1110,Split Rock Golf Course,[u'1400000US36005050400']
1111,D'Emic Playground,[u'1400000US36047008400']
1112,Travers Park,[u'1400000US36081028700']
1113,P.S. 236,[u'1400000US36047069800']
1114,Henry Hudson Parkway,"[u'1400000US36005033500', u'1400000US36005033700', u'1400000US36005029700', u'1400000US36005035100', u'1400000US36005034500', u'1400000US36005030701']"
1115,Westbourne Playground,[u'1400000US36081100801']
1116,Nautilus Playground,"[u'1400000US36081042600', u'1400000US36047034000']"
1117,Park Slope Playground,[u'1400000US36047013100']
1118,Maple Grove Park,[u'1400000US36081021600']
1119,St. Nicholas Playground North,[u'1400000US36061022400']
1120,Motor Parkway,"[u'1400000US36081129104', u'1400000US36081129103']"
1121,Sol Lain Playground,[u'1400000US36061000202']
1122,George Eagle Carr Community Gard,[u'1400000US36081024000']
1123,Bayview Terrace Park,[u'1400000US36085017600']
1124,Auburndale Playground,[u'1400000US36081114100']
1125,Captain Rivera Playground,[u'1400000US36005007500']
1126,Thomas Paine Park,"[u'1400000US36061002900', u'1400000US36061003100']"
1127,Sakura Park,[u'1400000US36061021100']
1128,Cooper Triangle,[u'1400000US36061004200']
1129,Melrose Playground,[u'1400000US36005006700']
1130,George Walker Jr. Park,[u'1400000US36047114600']
1131,Gouverneur Morris Triangle,[u'1400000US36005002702']
1132,McKenna Triangle,[u'1400000US36081001900']
1133,McKinley Square,[u'1400000US36005014900']
1134,Pulaski Playground,[u'1400000US36047028100']
1135,Astoria Houses Playground,[u'1400000US36081008700']
1136,K.l. Williams Playground (tennis),[u'1400000US36081044000']
1137,Manton Playground,[u'1400000US36081022001']
1138,Carroll Park,[u'1400000US36047007500']
1139,Freedom Square Playground,[u'1400000US36081077902']
1140,Duarte Square,[u'1400000US36061003700']
1141,Redfern Playground,[u'1400000US36081103201']
1142,Seton Falls Park,[u'1400000US36005048400']
1143,Sonshire Sq,[u'1400000US36047051900']
1144,Gen. Douglas MacArthur Park,[u'1400000US36085011401']
1145,Ralph Demarco Park,"[u'1400000US36081010300', u'1400000US36081009900']"
1146,Beach Street Park,[u'1400000US36061003300']
1147,Gene Gray Playground,[u'1400000US36081107201']
1148,Willowbrook Park Recreational Area,[u'1400000US36085027301']
1149,John R Brown Triangle,[u'1400000US36005026900']
1150,Rockaway Beach 05a,[u'1400000US36081094203']
1151,Little Green Garden,[u'1400000US36005014100']
1152,P.S. 243,[u'1400000US36047030900']
1153,P.S. 242,[u'1400000US36061025700']
1154,P.S. 241,[u'1400000US36061021600']
1155,Midland Beach Playground,[u'1400000US36085011201']
1156,Jacob Javits Plgd,[u'1400000US36061027300']
1157,P.S. 246,[u'1400000US36005040100']
1158,La Finca del Sur Community Garden,[u'1400000US36005005100']
1159,P.S. 244,[u'1400000US36047094600']
1160,First Street Garden,[u'1400000US36061003602']
1161,I.S. 254,[u'1400000US36005038700']
1162,General Douglas,[u'1400000US36085011401']
1163,"""Uncle"" Vito E. Maranzano Glendale Playground",[u'1400000US36081062500']
1164,Gonzalo Plasencia Playground,[u'1400000US36047008200']
1165,Castle Hill Little League,[u'1400000US36005009600']
1166,West Bronx Recreation Center,[u'1400000US36005021302']
1167,Brinkerhoff Mall,[u'1400000US36081043400']
1168,Delphin H. Greene Playground,[u'1400000US36081061400']
1169,Playground Eighty Nine LXXXIX,[u'1400000US36061017300']
1170,Andrews Grove,[u'1400000US36081000700']
1171,Dry Harbor Playground,[u'1400000US36081064102']
1172,Rudd Playground,"[u'1400000US36047040500', u'1400000US36047040700', u'1400000US36047040300']"
1173,Powell Street Livonia Garden,[u'1400000US36047091800']
1174,Brook Park,[u'1400000US36005003900']
1175,Kosciusko,[u'1400000US36047025300']
1176,Highland Park,"[u'1400000US36047118000', u'1400000US36081056100', u'1400000US36047114201', u'1400000US36047114202']"
1177,Madison Street Block Association,[u'1400000US36047022900']
1178,Chappetto Square,[u'1400000US36081009500']
1179,Arverne Playground,[u'1400000US36081097204']
1180,Arbutus Woods Park,[u'1400000US36085017600']
1181,117th St Community Garden,[u'1400000US36061018200']
1182,Mall,"[u'1400000US36081040400', u'1400000US36047053200', u'1400000US36081040200', u'1400000US36047052800']"
1183,Taylor-Soundview Block Assoc. Garden,[u'1400000US36005001600']
1184,9th St Community Garden Park,[u'1400000US36061002800']
1185,Anchorage Plaza,[u'1400000US36047002100']
1186,Peck Slip,[u'1400000US36061001501']
1187,Old Gravesend Cemetary,[u'1400000US36047039800']
1188,Governor Smith Playground,[u'1400000US36005006700']
1189,James Madison Plaza,[u'1400000US36061002700']
1190,Forest Mall,[u'1400000US36085007500']
1191,University Malls,"[u'1400000US36005021501', u'1400000US36005021502']"
1192,Sheltering Arms,[u'1400000US36061021900']
1193,Tanahey Playground,[u'1400000US36061000800']
1194,Cropsey Ave Home Depot,[u'1400000US36047031400']
1195,Midland Malls,"[u'1400000US36081046400', u'1400000US36081046600', u'1400000US36081127700', u'1400000US36081047200']"
1196,Dubos Point Wildlife Sanctuary,[u'1400000US36081096400']
1197,Riverbend Playground,[u'1400000US36005026900']
1198,Marconi Park,[u'1400000US36081025400']
1199,Queens Village Veterans Plaza,[u'1400000US36081056800']
1200,Thomas Jefferson Pk,[u'1400000US36061017800']
1201,Nutter's Battery & Fort Clinton Site,[u'1400000US36061014300']
1202,Bath Beach Park,[u'1400000US36047017400']
1203,Huguenot Ponds Park,[u'1400000US36085017600']
1204,Mckinley's Children's Garden,[u'1400000US36081025400']
1205,Twenty-six Courts & Bath Courts,[u'1400000US36005050400']
1206,Dutch Kills Playground,[u'1400000US36081003300']
1207,Graniteville Swamp Park,[u'1400000US36085032300']
1208,Mott Playground,[u'1400000US36005017500']
1209,Midland Playground,[u'1400000US36085011202']
1210,Spuyten Duyvil Shorefront Park,"[u'1400000US36005029302', u'1400000US36005029301']"
1211,East Parade Grounds,[u'1400000US36047017700']
1212,CS 134 Community Improvement Garden,[u'1400000US36005015300']
1213,Alben Triangle,[u'1400000US36047022200']
1214,Flood Triangle,[u'1400000US36005038700']
1215,Corona Golf Playground,[u'1400000US36081041500']
1216,Hilton Holiday Gardens,[u'1400000US36081079200']
1217,Hybrid Oak Woods Park,[u'1400000US36085024402']
1218,Marcy Park South,[u'1400000US36047052900']
1219,Saratoga Park,[u'1400000US36047037700']
1220,Collect Pond Park,[u'1400000US36061003100']
1221,Fort Washington Park Zone 1,[u'1400000US36061024700']
1222,St. Luke's Park,[u'1400000US36005002701']
1223,Lott Park,[u'1400000US36047079400']
1224,Gorman Park,[u'1400000US36061027900']
1225,D'Onofrio Square,[u'1400000US36005037800']
1226,Sherman Creek,"[u'1400000US36061029900', u'1400000US36061031100']"
1227,Westwood Park,[u'1400000US36085018902']
1228,Triangle,"[u'1400000US36081014000', u'1400000US36005014100', u'1400000US36005018500', u'1400000US36047111800', u'1400000US36047068600']"
1229,P.S. 58,"[u'1400000US36085027702', u'1400000US36081049302']"
1230,P.S. 56,[u'1400000US36085020801']
1231,Valentino Pier,[u'1400000US36047005300']
1232,P.S. 54,[u'1400000US36085027302']
1233,P.S. 53,[u'1400000US36047112600']
1234,Downing Street Playground,[u'1400000US36061006700']
1235,P.S. 51,[u'1400000US36081012200']
1236,Sylvan Grove Cemetery,[u'1400000US36085029102']
1237,Edith Garden,[u'1400000US36005014100']
1238,Mill Rock Park,[u'1400000US36061015200']
1239,Jamaica Playground,[u'1400000US36081026000']
1240,Garrison Playground,[u'1400000US36005006300']
1241,Captain Jacob Joseph Playground,[u'1400000US36061000600']
1242,Playground of the Americas,[u'1400000US36061003700']
1243,Captain Dermody Triangle,[u'1400000US36081144100']
1244,University Place,[u'1400000US36047003100']
1245,Bayside Fields,[u'1400000US36081108500']
1246,Rev J Polite Playground,[u'1400000US36005013100']
1247,Rodney Playground Center,[u'1400000US36047051300']
1248,Jacob's Ladder Playground,[u'1400000US36047054500']
1249,Putt-Putt Golf Course,[u'1400000US36081038302']
1250,Sheep Meadow,[u'1400000US36061014300']
1251,De Colores Community Yard and Cultural Center,[u'1400000US36061002602']
1252,Playground Eighty LXXX,[u'1400000US36081157902']
1253,Ten Eyck Playground,[u'1400000US36047048500']
1254,Morgan Playground,[u'1400000US36005014500']
1255,Calvert Vaux Park,"[u'1400000US36047031400', u'1400000US36047034800']"
1256,P.S. 279 Playground,[u'1400000US36047098600']
1257,Shorehaven,"[u'1400000US36005000400', u'1400000US36005000200']"
1258,Sunshine Playground,[u'1400000US36061016600']
1259,Dekovats Park,[u'1400000US36061015200']
1260,Linden Setting Area,[u'1400000US36047088800']
1261,Quarry Ballfields,[u'1400000US36005037504']
1262,Dahill Triangle,[u'1400000US36047044600']
1263,Genesis Park Community Garden,[u'1400000US36005018500']
1264,Vito Locascio Field,[u'1400000US36081005800']
1265,Humacao Community Garden,[u'1400000US36061017000']
1266,St. Mary's Park,"[u'1400000US36005003700', u'1400000US36047007700', u'1400000US36005003500']"
1267,Minetta Playground,[u'1400000US36061006500']
1268,Martin Luther King Jr. Playground,[u'1400000US36047115800']
1269,Abraham Lincoln Playground,[u'1400000US36061021000']
1270,Harvey Park,[u'1400000US36081103900']
1271,Gladys Warren Triangle,[u'1400000US36081050400']
1272,Playground Sixty Two LXII,[u'1400000US36081074500']
1273,Freeman Triangle,[u'1400000US36005012101']
1274,New Vision Garden,[u'1400000US36047112400']
1275,Alexander Hamilton Playground,[u'1400000US36061022500']
1276,Father Giorgio Triangle,[u'1400000US36047050100']
1277,Lt. Joseph Petrosino Park,[u'1400000US36047026200']
1278,Walt Whitman Park,[u'1400000US36047001300']
1279,Prospect Park,[u'1400000US36047017700']
1280,Mt. Carmel Triangle,[u'1400000US36047051500']
1281,Othmar Ammann Playground,[u'1400000US36061024200']
1282,The Mall And Rumsey Playfield,[u'1400000US36061014300']
1283,P.s./i.s. 187 - Manhattan,[u'1400000US36061027300']
1284,Saratoga Ballfields,[u'1400000US36047030300']
1285,Castle Hill Playground,[u'1400000US36005022200']
1286,Flushing Meadows Corona Park,"[u'1400000US36081038302', u'1400000US36081038301', u'1400000US36081079300', u'1400000US36081041500']"
1287,Rocket Park,[u'1400000US36081005800']
1288,Park,"[u'1400000US36081066400', u'1400000US36081099802', u'1400000US36005016500', u'1400000US36005039500', u'1400000US36047001300', u'1400000US36081101001', u'1400000US36047150200', u'1400000US36081058000', u'1400000US36047014300', u'1400000US36047050400', u'1400000US36047001800', u'1400000US36061019200', u'1400000US36005026900', u'1400000US36081092800', u'1400000US36047020100', u'1400000US36081093401', u'1400000US36085017005', u'1400000US36005018900', u'1400000US36085011202', u'1400000US36081093800', u'1400000US36005000400', u'1400000US36005022500', u'1400000US36005023100', u'1400000US36085017008', u'1400000US36061016400', u'1400000US36005018102', u'1400000US36081043900', u'1400000US36085020804', u'1400000US36085017009', u'1400000US36005022901', u'1400000US36047016400', u'1400000US36061005501', u'1400000US36005021700', u'1400000US36047014700', u'1400000US36005021301', u'1400000US36081097202', u'1400000US36081021400', u'1400000US36047035200', u'1400000US36061015200', u'1400000US36081096400', u'1400000US36081051300', u'1400000US36005017902', u'1400000US36047088800', u'1400000US36047053500', u'1400000US36081094202', u'1400000US36005020900', u'1400000US36005029302', u'1400000US36005029301', u'1400000US36005017901', u'1400000US36047011700', u'1400000US36047012000']"
1289,Emerald Playground,[u'1400000US36081122701']
1290,Ebenezer Wesleyan Garden,[u'1400000US36061016600']
1291,Bellaire Playground,[u'1400000US36081049200']
1292,Luna Park,[u'1400000US36047035000']
1293,Barclay Triangle,[u'1400000US36081036500']
1294,Clifton Pl Memorial Park and Garden,[u'1400000US36047024300']
1295,Woodside Memorial Plaza,[u'1400000US36081025900']
1296,East River Walk,"[u'1400000US36061012400', u'1400000US36061013600', u'1400000US36061011600', u'1400000US36061010602', u'1400000US36061013200']"
1297,P.S. 279,[u'1400000US36005024100']
1298,Keane Square,[u'1400000US36005026602']
1299,Proctor-Hopson Circle,[u'1400000US36081025800']
1300,Pena Herrera Park,[u'1400000US36047008000']
1301,Beach 9 Playground,[u'1400000US36081101001']
1302,Bradhurst Ave Garden,[u'1400000US36061023502']
1303,Castle Hill Park,"[u'1400000US36005000400', u'1400000US36005009000']"
1304,I.S. 285,[u'1400000US36047093600']
1305,Vladeck Park,[u'1400000US36061000202']
1306,P.S. 185,[u'1400000US36061018600']
1307,Northern Playground,[u'1400000US36081027300']
1308,P.S. 180,[u'1400000US36047047000']
1309,El Batey de Do?a Provi Garden,[u'1400000US36005039500']
1310,Lawrence Virgilio Playground,[u'1400000US36081025100']
1311,Annunciation Park,[u'1400000US36061021303']
1312,Coffey Square,[u'1400000US36047014200']
1313,Hines Park,[u'1400000US36005018500']
1314,Howard Pool,[u'1400000US36047090600']
1315,Patricia A. Brackley Park,[u'1400000US36081093401']
1316,Mount Hope Garden,[u'1400000US36005024100']
1317,Mariners Harbor Playground,[u'1400000US36085031902']
1318,Machate Circle,[u'1400000US36047017700']
1319,Decatur Playground,[u'1400000US36047027300']
1320,Stars & Stripes Playground,[u'1400000US36005048400']
1321,Bronx River Parkway,"[u'1400000US36005006200', u'1400000US36005043500', u'1400000US36005033400', u'1400000US36005004800', u'1400000US36005002400', u'1400000US36005021800', u'1400000US36005006400', u'1400000US36005041800', u'1400000US36005037600', u'1400000US36005004400', u'1400000US36005045102', u'1400000US36005006000', u'1400000US36005006800', u'1400000US36005024000', u'1400000US36005037800', u'1400000US36005041400', u'1400000US36005045101']"
1322,Heffernan Square (t),[u'1400000US36047011000']
1323,Aqueduct Walk,"[u'1400000US36005024300', u'1400000US36005025100', u'1400000US36005026500', u'1400000US36005026300', u'1400000US36005025300']"
1324,Silver Lake Golf Course,[u'1400000US36085005900']
1325,Eight Oaks Triangle,[u'1400000US36081013800']
1326,Merriam Plgd  (upper),[u'1400000US36005020100']
1327,101st St. Soccer Field,[u'1400000US36061019100']
1328,Latimer Playground,[u'1400000US36081025800']
1329,Lynch Triangle,[u'1400000US36005036000']
1330,Damrosch Park,[u'1400000US36061014900']
1331,Gorman Playground,[u'1400000US36081032900']
1332,Crispus Attucks Playground,[u'1400000US36047022700']
1333,Bufano Park,[u'1400000US36005018400']
1334,Hunts Point Riverside Park,"[u'1400000US36005011700', u'1400000US36005011502']"
1335,LaTourette Park & Golf Course,[u'1400000US36085027900']
1336,Louis Pasteur Park,[u'1400000US36081150701']
1337,Brighton Playground,[u'1400000US36047036001']
1338,Whalen Park,[u'1400000US36005042300']
1339,East River Esplanade,"[u'1400000US36061019200', u'1400000US36061008601', u'1400000US36061015200', u'1400000US36061017800', u'1400000US36061014402', u'1400000US36061016200']"
1340,Henry Hudson Park,"[u'1400000US36005029301', u'1400000US36005030100']"
1341,Cross Island Parkway-Greenstreet,[u'1400000US36081161700']
1342,Lozada Playground,[u'1400000US36005002300']
1343,Jordan Magic Garden,[u'1400000US36047115200']
1344,Unity Gardens,[u'1400000US36061020800']
1345,Potomac Playground,[u'1400000US36047026900']
1346,Allerton Playground,[u'1400000US36005034800']
1347,Barrier Playground,[u'1400000US36081071900']
1348,Andries Playground,[u'1400000US36047074800']
1349,Duke Park,[u'1400000US36047115800']
1350,Hot Spot Tot Lot,[u'1400000US36047076600']
1351,Clemens Triangle,[u'1400000US36081055300']
1352,Murphy Triangle,[u'1400000US36005037504']
1353,Haven Esplanade (lower),[u'1400000US36085007500']
1354,Van Voorhees Park,[u'1400000US36047004700']
1355,Charlton Garden,[u'1400000US36005018500']
1356,Linwood Playground,[u'1400000US36047112000']
1357,Lower East Side Ecology Center,[u'1400000US36061002602']
1358,Archie C Ketchum Triangle,[u'1400000US36047042800']
1359,City Hall Park,[u'1400000US36061003100']
1360,Arlington Square,[u'1400000US36047050900']
1361,Admiral Farragut Playground,"[u'1400000US36005036902', u'1400000US36005036901']"
1362,Chief Dennis L. Devlin Park,[u'1400000US36005009200']
1363,P.S. 48,"[u'1400000US36061027100', u'1400000US36047024400']"
1364,P.S. 44,[u'1400000US36085023100']
1365,Fagan Square,[u'1400000US36081016300']
1366,P.S. 47,[u'1400000US36005007600']
1367,P.S. 41,[u'1400000US36085012200']
1368,St. Mark's Block Association,[u'1400000US36047036300']
1369,Lt. Lia Playground,[u'1400000US36085000900']
1370,Tappen Park,[u'1400000US36085002100']
1371,Veterans Park,[u'1400000US36085020700']
1372,Black Rock Playground,[u'1400000US36005004001']
1373,Hawkins Sitting Area-city Island,[u'1400000US36005051600']
1374,Audubon Playground,[u'1400000US36061025300']
1375,Schmul Park,"[u'1400000US36085029102', u'1400000US36085022800']"
1376,Thomas Greene Playground,[u'1400000US36047011900']
1377,Tudor Malls,[u'1400000US36081005800']
1378,Queens Valley Playground,[u'1400000US36081077902']
1379,Playground,"[u'1400000US36081042600', u'1400000US36081121100', u'1400000US36081056800']"
1380,Wolfes Pond Park,[u'1400000US36085019800']
1381,Terrace Promenade South,[u'1400000US36061019100']
1382,Keltch Park,[u'1400000US36005021900']
1383,Clearview Park Golf Course,[u'1400000US36081099701']
1384,Jerome Park,[u'1400000US36005040900']
1385,Pralls Island,[u'1400000US36085029102']
1386,Courtney Callender Playground,[u'1400000US36061020800']
1387,BAISLEY POND PARK,[u'1400000US36081029400']
1388,Earth Spirit Garden,[u'1400000US36047052300']
1389,Joseph Manna Park,[u'1400000US36085032300']
1390,Williamsbridge Oval,[u'1400000US36005042300']
1391,Glenmore Hendrix Block Association,[u'1400000US36047115200']
1392,Poppenhusen Playground,[u'1400000US36081092500']
1393,Ewen Park,[u'1400000US36005029500']
1394,Grandview Playground,[u'1400000US36085031901']
1395,Banneker Playground,[u'1400000US36047025300']
1396,Tlc Sculpture Park Garden,[u'1400000US36047114400']
1397,Houston Playground,[u'1400000US36047090800']
1398,Levy Playground,[u'1400000US36085013302']
1399,H.S. 690/692,[u'1400000US36005005600']
1400,McKenna Square,[u'1400000US36061025100']
1401,Idlewild Park,"[u'1400000US36081066400', u'1400000US36081069400', u'1400000US36081032000']"
1402,Sol Bloom Playground,[u'1400000US36061017700']
1403,Hoe Ave North Tot Lots,[u'1400000US36005012500']
1404,City Island Wetlands,[u'1400000US36005051600']
1405,Jackie Robinson Park,"[u'1400000US36047038100', u'1400000US36061023501', u'1400000US36061023100']"
